# Chunk-averaged data for fix bin1 and group all
# Timestep Number-of-chunks Total-count
# Chunk Coord1 Ncount vx vy vz c_peratom[1] c_peratom[2] c_peratom[3] temp
0 92 43672908
  15 359.461 539604 0.00180284 -0.00136042 5.86778 -3.57628e+06 -3.57596e+06 -8.86625e+06 3211.97
  16 379.786 538484 0.000608731 0.00361302 6.04842 -3.67563e+06 -3.67541e+06 -9.21473e+06 3389.48
  17 400.111 538266 -0.00105391 0.000159807 6.23347 -3.77255e+06 -3.77358e+06 -9.59059e+06 3587.07
  18 420.436 544123 6.75789e-05 0.00257936 6.38604 -3.83946e+06 -3.83987e+06 -9.95591e+06 3788.85
  19 440.761 552825 -0.00042662 0.000699428 6.71576 -3.98879e+06 -3.98949e+06 -1.05782e+07 4137.82
  20 461.086 537701 0.00103445 0.000186303 6.69956 -3.88955e+06 -3.88807e+06 -1.0609e+07 4254.13
  21 481.411 515207 0.00112243 0.00255543 4.19829 -2.49408e+06 -2.49522e+06 -6.80708e+06 2490.76
  22 501.736 487695 -0.000306448 0.000724756 -0.004558 2747.43 2386.97 3885.21 300.8
  23 522.061 475487 0.000166338 0.000244675 0.0294187 -16959.3 -16798.5 -36036.5 301.173
  24 542.386 470400 0.00229971 -4.39501e-05 -0.00800709 4180.94 4423.96 9437.65 300.094
  25 562.711 475153 -0.00093169 -0.00233181 -0.00447684 3203.35 3744.1 7082.3 300.06
  26 583.036 488032 0.000115747 0.00326142 -0.0030695 -218.261 305.974 -413.574 299.847
  27 603.361 470415 -0.0004579 0.0037631 0.00181563 154.989 -59.0378 68.5221 300.323
  28 623.686 470558 -0.00135617 -0.000210526 -0.00459308 526.277 1270.57 1692.67 299.94
  29 644.011 491043 0.00394046 0.00156737 -0.000793373 -104.111 657.133 192.157 299.961
  30 664.336 471999 -0.00160878 -0.00110871 -0.0017041 -752.627 419.224 -492.414 300.919
  31 684.661 470401 -0.00216195 0.00311099 -0.00133395 357.704 179.314 1163.73 300.185
  32 704.986 480333 0.00140467 0.000433545 -0.000445796 -1680.73 -1217.36 -3443.66 300.781
  33 725.311 482863 -0.000796538 0.0013476 0.00127503 -344.379 -183.021 -825.113 300.229
  34 745.636 470403 0.0011698 -0.00245121 -0.000736851 -757.62 -2045.68 -3506.47 300.231
  35 765.961 471291 -0.000810289 0.000473428 0.00203692 337.127 390.984 449.367 299.601
  36 786.286 491506 0.000548523 0.00096576 -0.00372665 -891.415 -8.93394 -1032.63 299.916
  37 806.611 470706 0.00489161 0.00335907 -0.0010818 2270.67 1484.19 3429.51 299.854
  38 826.936 468122 -0.00267447 -0.000228212 0.000323507 2945.58 3083.09 1856.86 300.309
  39 847.261 482450 0.000557274 0.000617181 -0.00221092 3873.6 2771.83 2466.75 300.681
  40 867.586 476032 0.000536457 -0.000653072 -0.000115801 1206.96 1766.93 70.2122 300.353
  41 887.911 470401 -0.00102238 -0.00104186 -0.00137016 2132.6 735.348 3378.79 300.433
  42 908.236 473100 0.000841489 0.00175793 -0.000372371 263.829 -459.054 -235.741 300.428
  43 928.561 490040 0.00233998 -0.00224434 -0.0021138 1127.1 388.831 998.961 300.416
  44 948.886 470460 0.000447067 0.00100931 -0.0014829 -164.711 -506.018 -490.545 299.672
  45 969.211 470451 0.000473124 -0.000554293 -0.000941355 747.991 345.095 645.833 299.746
  46 989.536 489729 0.00096944 -0.00267371 0.00302167 66.4681 552.245 463.745 300.221
  47 1009.86 473420 -0.00352203 -0.00121502 -0.000588782 -1265.87 8.99084 -1283.2 300.233
  48 1030.19 470400 0.000773846 -0.00124168 -0.000687182 -2188.3 -2248.38 -4379.68 300.72
  49 1050.51 477195 -0.000476805 -0.00223441 -0.000705446 -941.646 -244.392 -1326.16 300.438
  50 1070.84 485991 0.00105029 0.00148709 1.68028e-05 81.0265 -355.351 -553.774 300.099
  51 1091.16 470414 0.00109536 -0.00123108 -0.000814959 1407.72 716.94 1779.83 300.198
  52 1111.49 470740 -0.00337121 -0.00392229 -0.00126595 2041.28 1607.82 3773.82 299.185
  53 1131.81 491558 0.00108222 0.00153011 0.00111164 -1016.74 -453.714 -1348.85 299.94
  54 1152.14 471302 -0.00105675 0.00227912 -0.00214735 -1529.37 -1040.92 -2195.74 300.148
  55 1172.46 470401 -0.00229143 -0.000332078 -0.00437514 1539.07 1180.68 3031.39 300.221
  56 1192.79 482508 -0.000479383 -0.000734533 0.000736414 -81.1644 -150.642 -475.878 299.381
  57 1213.11 480691 -0.00241055 0.00125968 -2.53056e-05 -659.833 -666.281 -1592.7 299.886
  58 1233.44 470400 -9.57765e-05 -0.000557296 -0.00105707 296.804 148.577 691.49 299.891
  59 1253.76 471706 0.000254227 -0.00056664 0.00112395 1640.97 1163.15 2950.94 300.624
  60 1274.09 491260 -0.000692643 0.00129994 0.00306236 82.1662 272.073 254.282 299.966
  61 1294.41 470634 -0.00394742 0.00053676 0.00431921 2636.82 2828.08 5538.02 300.01
  62 1314.74 470408 0.000815604 -0.000425359 0.00682073 6977.51 6697.88 14932.8 300.362
  63 1335.06 487766 -0.00144634 -0.00100442 -0.0276661 -14831.1 -14302.4 -32155.4 300.642
  64 1355.39 475426 -0.000630833 0.000268975 0.024511 12954.4 13976.5 29415.7 300.184
  65 1375.71 470400 -0.000320952 0.00109046 -0.00124769 950.825 2029.5 3475.71 300.586
  66 1396.04 473603 -0.00206393 -0.00275383 0.000572691 382.157 32.1351 285.267 300.776
  67 1416.36 489548 -0.000986371 0.00260184 0.00370181 3689.69 3510.41 6947.38 299.892
  68 1436.69 470449 0.00182901 0.00323082 -0.00637107 -3329.93 -3070.05 -7128.48 300.817
  69 1457.01 470490 0.00101763 -0.00181196 -0.0153361 -6843.04 -7690.51 -15451.9 300.603
  70 1477.34 490084 0.0019913 0.000901573 0.0146556 6372.58 7452.41 14449.2 300.75
  71 1497.66 473026 -0.000699618 -0.000257519 -0.00620354 -4140.07 -3712.9 -8398.93 300.099
  72 1517.99 470400 0.000323949 0.000386858 -0.00343879 -2383.71 -1746.47 -4827.31 300.328
  73 1538.31 478095 0.00183022 0.000115743 0.00289866 1619.56 837.236 2126.18 300.086
  74 1558.64 485098 0.000742285 -0.0016379 0.00943983 3377.02 3284.15 7056.46 300.072
  75 1578.96 470407 0.00034051 -0.00225636 -0.00473899 -5500.19 -5778.29 -12503.4 300.98
  76 1599.29 470784 6.54007e-05 -0.000151014 0.017818 5818.98 6735.92 13345 300.26
  77 1619.61 491619 -0.00327832 0.000497329 -0.00443843 7.81945 -734.105 -1813.07 300.499
  78 1639.94 471197 0.000728762 0.00226218 -0.0175284 -8184.54 -8708.72 -17232.2 301.477
  79 1660.26 470404 -0.00166135 -0.00186783 -0.006665 -1583.26 -1374.26 -3829.76 300.487
  80 1680.59 484236 -0.00158397 -0.00139235 0.00693256 3906.05 2849.18 7764.1 299.984
  81 1700.91 478959 0.00239832 -0.000307089 -0.00212236 -121.295 -1381.23 -3083.33 300.711
  82 1721.24 470401 0.00140347 0.000706573 -0.00383045 -1703.05 -2062.3 -4479.66 300.461
  83 1741.56 472356 -0.000370449 -0.00236463 0.0041066 1664.09 1414.06 4339.11 301.009
  84 1761.89 490680 0.00175225 0.00143774 0.000827612 165.403 2028.12 96.4995 300.553
  85 1782.21 470564 -0.000103369 -0.000522907 0.00412841 238.557 522.029 893.006 301.564
  86 1802.54 470430 0.00114785 -9.43128e-05 0.00683438 -1625.29 -2261.42 -2825.02 302.013
  87 1822.86 488554 -0.0023532 0.00138891 -0.00318482 -1277.49 -1074.72 -2254.8 300.999
  88 1843.19 474616 0.00185755 -0.00071006 0.000264074 -1783.15 -1824.2 -1591.02 301.496
  89 1863.51 168544 -0.000907709 -0.00111628 0.000311808 296943 295724 -4832.35 301.088
9200 89 43672908
  1 78.0015 515807 -0.00570243 0.0101358 7.4926 -3.95972e+06 -3.97878e+06 -6.5241e+06 4464.58
  2 98.3265 573515 -0.0529726 0.0162004 7.46183 -8.01807e+06 -7.98771e+06 -1.0106e+07 4877.49
  3 118.651 575282 -0.0621282 -0.00411947 7.42036 -8.08359e+06 -8.10723e+06 -1.01209e+07 4907.44
  4 138.976 574866 -0.0461738 0.00774718 7.38035 -8.06055e+06 -8.09926e+06 -1.01072e+07 4903.61
  5 159.301 574501 -0.0157108 0.0456226 7.34018 -8.03479e+06 -8.08685e+06 -1.01141e+07 4893.38
  6 179.626 574395 -0.00265272 -0.00939094 7.32468 -8.03848e+06 -8.01515e+06 -1.01345e+07 4911.09
  7 199.951 573348 -0.0316537 0.0048213 7.2727 -7.85536e+06 -7.88033e+06 -1.01329e+07 4864.87
  8 220.276 569977 -0.013987 0.0164467 7.12474 -7.41124e+06 -7.42735e+06 -1.00427e+07 4724.4
  9 240.601 559895 0.0108337 -0.029256 6.75012 -6.05196e+06 -6.04089e+06 -9.8109e+06 4297.33
  10 260.926 546217 0.0304465 -0.00698772 6.32655 -4.31672e+06 -4.33559e+06 -9.54906e+06 3722.05
  11 281.251 542302 0.0065097 -0.00936227 6.13035 -3.79223e+06 -3.79082e+06 -9.33425e+06 3462.55
  12 301.576 540861 0.000517084 0.0040083 5.98953 -3.66367e+06 -3.66448e+06 -9.06923e+06 3316.79
  13 321.901 539961 -0.00307583 -0.0019571 5.84675 -3.56783e+06 -3.5677e+06 -8.79936e+06 3183.41
  14 342.226 539369 -0.000631371 -0.0014492 5.72878 -3.49741e+06 -3.4965e+06 -8.60083e+06 3078.06
  15 362.551 539024 0.00167253 -0.00225898 5.72467 -3.48816e+06 -3.48834e+06 -8.59908e+06 3076.65
  16 382.876 539909 -0.000217236 0.00266507 5.8594 -3.56269e+06 -3.56213e+06 -8.84806e+06 3200.55
  17 403.201 539086 -0.000267904 0.00124357 6.01829 -3.65094e+06 -3.65093e+06 -9.16882e+06 3364.52
  18 423.526 538075 0.00126149 0.00214021 6.21649 -3.75238e+06 -3.75065e+06 -9.55507e+06 3572.31
  19 443.851 541943 -0.00101962 0.00015558 6.33655 -3.80837e+06 -3.80739e+06 -9.88118e+06 3744.18
  20 464.176 550383 0.000174282 0.000221307 6.49744 -3.87149e+06 -3.87157e+06 -1.02553e+07 3919
  21 484.501 542740 0.00193612 0.0036095 6.53214 -3.796e+06 -3.7951e+06 -1.03519e+07 4109.16
  22 504.826 515200 0.000267846 0.00159167 3.72026 -2.18486e+06 -2.18492e+06 -5.97971e+06 2301.67
  23 525.151 470400 -0.00127138 -0.000523688 -0.0167033 9400.78 9217.57 19922.3 300.519
  24 545.476 472096 0.000273288 -0.00374042 0.0247234 -13703.6 -12841.5 -29454.7 300.297
  25 565.801 490959 -0.000690652 0.00131293 -0.0114542 4065.05 4832.63 9151.8 299.693
  26 586.126 470545 0.00193806 0.000965464 -0.00369282 3482.84 3198.91 6810.28 299.877
  27 606.451 470424 -0.000896043 0.00482263 -0.000940047 -1701.18 -990.981 -3048.52 299.794
  28 626.776 487657 -0.000957604 0.0012558 -0.000182762 674.535 635.129 659.643 300.044
  29 647.101 475519 0.00182537 -0.000853544 -0.00467697 426.047 906.301 1375.29 300.009
  30 667.426 470400 0.000946395 0.00109452 0.000725411 -1183.31 278.751 -1031.92 300.544
  31 687.751 474554 -0.00363873 0.000668412 -0.00293304 153.231 -265.239 74.3103 299.798
  32 708.076 488623 0.00159668 0.00163755 -0.000276792 302.635 689.365 227.972 299.621
  33 728.401 470423 0.000900283 8.63726e-05 -0.000557856 -1863.84 -2063.47 -4037.83 300.636
  34 748.726 470532 0.00114207 -0.00058788 0.000683681 1717.29 690.911 2940.01 300.32
  35 769.051 490743 -0.00154314 0.00131473 -0.000806297 -2050.35 -1342.73 -4355.98 300.114
  36 789.376 472325 0.00222742 -0.00021825 0.00140149 64.9421 -385.19 157.49 300.286
  37 809.701 470137 0.00124731 0.00261682 -0.000217209 1361.74 2309.71 2671.22 299.862
  38 830.026 476735 -2.91853e-05 0.000436538 -0.00221071 3369.77 3071.12 2415.71 300.231
  39 850.351 480570 -0.000973606 0.00062512 0.000246945 3252.45 1973.46 604.902 300.233
  40 870.676 469466 0.00187395 -0.00147489 -0.00281143 2451.99 3124.93 3789.16 300.228
  41 891.001 471049 -0.00123955 0.00118196 -0.00040331 291.943 -365.108 -177.621 300.377
  42 911.326 491701 0.00313639 -0.00144513 -0.00213281 867.878 -42.372 520.465 300.471
  43 931.651 470850 -0.000408125 -0.000406787 -0.000516445 903.256 -556.918 190.964 300.727
  44 951.976 470403 0.000895823 -0.000907458 -0.00193963 254.752 1102.08 1194.53 300.35
  45 972.301 484785 -0.000547806 -0.00118673 0.00188297 1217.44 481.817 1482.6 299.764
  46 992.626 478412 -0.000370245 1.21064e-05 -0.00151282 -605.568 445.046 275.4 299.929
  47 1012.95 470400 -0.00156621 -0.00192077 -0.00092993 -2402.69 -1319.51 -3936.11 300.272
  48 1033.28 472695 -1.81115e-05 -0.000649723 -0.00034766 -1153.3 -1020.48 -2300.47 300.51
  49 1053.6 490426 0.00211526 -0.00119709 0.00131653 46.699 -591.859 -1592.3 300.184
  50 1073.93 470479 6.7767e-05 -0.000390626 0.000267666 86.9796 -263.049 44.1247 300.192
  51 1094.25 470435 -0.000485801 -0.000894262 -4.12994e-05 1056.37 791.675 1941.15 300.49
  52 1114.58 489260 -0.00161376 -0.00336535 -0.00136495 1497.36 947.413 2470.55 299.559
  53 1134.9 473905 -0.000354964 0.000681549 -0.00331011 -1023.81 -654.483 -1615.36 299.811
  54 1155.23 470400 -0.00100849 0.00231979 0.000192077 -1597.05 -1257.42 -2646.55 300.556
  55 1175.55 476354 -0.00113849 -2.3147e-05 -0.00146268 1155.13 569.032 1387.05 300.496
  56 1195.88 486831 -0.000549768 -0.000403232 -0.00206369 1111.71 1092.68 2155.47 299.558
  57 1216.2 470415 -0.00315787 0.000945123 0.000106663 -397.287 -556.679 -1009.51 300.148
  58 1236.53 470632 -0.000585512 3.56088e-05 0.00132336 949.798 1686.85 2674.65 300.437
  59 1256.85 491385 0.00141031 -0.00160199 0.0011153 2084.59 973.47 3202.85 300.42
  60 1277.18 471583 -0.00282876 0.00327653 0.00568966 1398.84 1966.15 3356.83 300.069
  61 1297.5 470400 -0.000972688 -0.00121283 0.00995538 5708.66 5360.31 11848.3 300.084
  62 1317.83 482033 -0.0017003 0.000247619 -0.0262335 -14777.4 -14461.5 -32365.8 299.828
  63 1338.15 481164 -0.00190429 -0.00126889 0.0197089 14681.7 15004.2 32969.2 300.199
  64 1358.48 470403 0.000268196 0.000414847 -0.00105393 -376.52 -359.296 -1365.37 300.534
  65 1378.8 471174 -0.00184161 -0.00102995 -0.00177497 -1056.68 -76.9909 -1094.6 300.734
  66 1399.13 491600 -0.000221707 0.00157733 0.00584749 4238.86 3885.96 8302.1 300.199
  67 1419.45 470826 0.000402758 0.00106745 -0.000375584 585.841 156.174 880.464 300.298
  68 1439.78 470407 0.00126287 0.00212277 -0.0169134 -7899.45 -8068.36 -16295.9 300.519
  69 1460.1 485966 -0.000170281 -0.000697638 0.00333437 2347.78 2140.67 4348.07 300.764
  70 1480.43 477227 0.00105981 -0.00134524 0.0054975 1695.1 3142.58 4960.05 300.804
  71 1500.75 470400 0.000664762 0.00215859 -0.00732291 -3814.08 -4024.86 -7807.03 300.638
  72 1521.08 473395 0.00207242 0.0011288 -0.00110262 -1908.48 -1905.29 -4152.73 300.204
  73 1541.4 489732 -0.000190545 -0.000198241 0.00637538 5601.19 5179.08 11711.6 299.703
  74 1561.73 470473 0.00185806 -0.00296241 -0.00429339 -4121.89 -4697.81 -10067.1 300.275
  75 1582.05 470448 0.000353578 -0.00129553 0.0149438 5854.36 5986.36 12495.6 300.12
  76 1602.38 489664 -0.000152802 5.91168e-05 0.00270048 -1553.02 -1160.07 -3784.52 300.432
  77 1622.7 473488 -0.0019649 0.00119318 -0.00230111 -2973.17 -3753.41 -7404.56 300.981
  78 1643.03 470400 0.000158742 -7.21108e-06 -0.0240725 -9460.89 -10122.8 -20018.9 301.11
  79 1663.35 477495 -0.00194822 -0.000682764 0.0138118 6808.8 7297.7 14682.1 300.369
  80 1683.68 485695 -0.000505532 -0.00285495 -0.00149835 2353.38 750.072 1765.52 300.419
  81 1704 470410 0.000754532 0.00112071 -0.00207096 -1325.29 -2516.59 -4289.13 300.538
  82 1724.33 470798 0.000574489 -0.00162717 0.000308207 -25.7529 -624.948 293.902 300.93
  83 1744.65 491582 -0.00097213 0.000184848 -0.00042734 337.992 163.28 208.957 300.51
  84 1764.98 471220 0.00185705 0.000341019 0.00290747 -1178.47 933.77 1566.18 300.826
  85 1785.3 470404 0.000930709 0.000219999 0.00252155 2152.94 1835.24 1760.44 301.441
  86 1805.63 483081 -0.000811717 0.000624097 -0.000374277 -2217.98 -2354.6 -3352 302.256
  87 1825.95 480113 1.57576e-05 0.00251681 0.000896357 -3505.17 -3551.12 -7447.74 301.599
  88 1846.28 470402 0.00113769 -0.00275803 0.00147771 -1501.26 -976.348 16719.8 301.001
  89 1866.6 101344 -0.000684826 -0.00226107 0.000851717 507112 508394 -59179.2 300.313
9600 89 43672908
  1 81.024 516605 -0.0126457 0.00608804 7.49106 -3.99497e+06 -4.00394e+06 -6.54883e+06 4468.6
  2 101.349 574288 -0.0411771 0.007758 7.44981 -8.07569e+06 -8.0411e+06 -1.01603e+07 4874.71
  3 121.674 575505 -0.050011 0.0058019 7.40968 -8.12347e+06 -8.14658e+06 -1.01388e+07 4905.52
  4 141.999 575356 -0.0492199 0.00128221 7.37142 -8.11538e+06 -8.14971e+06 -1.01498e+07 4905.24
  5 162.324 574927 -0.0348657 0.035529 7.33953 -8.06677e+06 -8.11643e+06 -1.01348e+07 4905.4
  6 182.649 574570 -0.000849959 0.00418897 7.3084 -8.08515e+06 -8.05397e+06 -1.01298e+07 4910.92
  7 202.974 574054 -0.03466 0.0021645 7.27716 -7.95209e+06 -7.97112e+06 -1.01418e+07 4882.48
  8 223.299 571973 -0.0166906 0.00738377 7.18855 -7.69367e+06 -7.72583e+06 -1.01105e+07 4798.67
  9 243.624 564687 0.0187664 -0.0302692 6.92752 -6.68024e+06 -6.65199e+06 -9.96239e+06 4516.22
  10 263.949 550143 0.0289109 -0.00146397 6.47428 -4.70795e+06 -4.72414e+06 -9.73102e+06 3906.95
  11 284.274 543417 0.00463514 -0.00948782 6.25614 -3.89919e+06 -3.89976e+06 -9.55032e+06 3585.44
  12 304.599 541434 -0.000184475 0.00389154 6.13976 -3.75639e+06 -3.75535e+06 -9.34454e+06 3447.39
  13 324.924 540732 -0.00227472 -0.00446588 5.99198 -3.66519e+06 -3.66594e+06 -9.08655e+06 3303.72
  14 345.249 539667 -0.00121975 0.00220902 5.84693 -3.56847e+06 -3.56779e+06 -8.81418e+06 3172.27
  15 365.574 538533 0.00285508 -0.00338545 5.72913 -3.49018e+06 -3.49097e+06 -8.60038e+06 3070.74
  16 385.899 538389 -0.00151657 0.00374702 5.72353 -3.48146e+06 -3.4805e+06 -8.59305e+06 3070.59
  17 406.224 540403 0.00254732 0.00245965 5.83635 -3.54432e+06 -3.54513e+06 -8.81674e+06 3181.53
  18 426.549 541671 -0.00177902 0.000377787 5.99729 -3.63371e+06 -3.63339e+06 -9.13777e+06 3343.37
  19 446.874 539754 -0.000497182 -0.00124721 6.14577 -3.70769e+06 -3.7068e+06 -9.45119e+06 3514.46
  20 467.199 538784 0.000209693 0.00136898 6.35218 -3.80476e+06 -3.80418e+06 -9.88163e+06 3746.43
  21 487.524 542241 0.0025554 0.00301766 6.33316 -3.7883e+06 -3.78881e+06 -1.00093e+07 3770.07
  22 507.849 537142 -0.000576854 0.00172507 6.18877 -3.59738e+06 -3.59758e+06 -9.80255e+06 3850.39
  23 528.174 510001 -0.000316069 -0.00130243 3.57571 -2.07155e+06 -2.07028e+06 -5.71383e+06 2291.51
  24 548.499 487538 -0.00193697 -0.00309979 0.00636078 -5926.87 -4951.34 -12250 300.249
  25 568.824 475642 0.00152048 0.00229584 0.00706193 -3420.51 -3399.09 -7230.66 299.71
  26 589.149 470400 0.000115498 0.00211731 -0.00976521 3482.17 3086.94 7113.3 300.259
  27 609.474 474376 -0.000883627 0.00315147 -0.00226153 1962.66 2315.23 4975.64 300.37
  28 629.799 488791 0.000747613 0.00199593 -0.000923221 -1958.03 -1740.53 -4367.78 299.805
  29 650.124 470433 -0.00195091 -0.00151573 -0.00249108 1154.48 1652.25 3254.75 300.08
  30 670.449 470513 0.0018868 0.0011693 -0.0028817 -914.799 441.734 -289.935 300.211
  31 690.774 490710 -0.00193564 -0.00074108 -0.000126637 -40.6597 -17.4707 -84.0412 300.503
  32 711.099 472377 0.00167028 0.00195922 -0.00266907 -116.738 194.701 171.773 300.022
  33 731.424 470401 0.00266984 0.000744641 0.00121785 1528.11 328.433 1451.69 300.524
  34 751.749 478902 -0.000869647 0.000536676 -0.000806888 -2018.73 -1846.5 -4074.3 301.019
  35 772.074 484288 -0.00110691 0.00103772 0.000516097 24.1289 -62.4863 -13.6525 300.246
  36 792.399 470409 0.00280227 0.00147146 0.00311075 314.04 -865.848 -530.898 300.551
  37 812.724 470506 0.000642827 0.000252473 -0.00122655 545.541 1908 614.391 300.271
  38 833.049 488667 0.0014677 0.000328996 -0.00127516 3362.26 2255.92 1951.88 300.374
  39 853.374 467961 -0.00267255 0.00193121 -0.000882819 4164.52 3356.99 2989.38 300.688
  40 873.699 469777 0.00246239 -0.00337256 -0.0021619 1167.23 1266.14 528.756 300.287
  41 894.024 484676 0.000552029 -0.000123882 -0.00129005 867.464 -67.339 135.71 300.912
  42 914.349 478521 0.00202163 -0.000451882 -0.00214999 1402.43 5.54016 1606.82 300.621
  43 934.674 470400 -0.00142226 -0.00061042 -4.47749e-05 106.76 -237.125 -65.1025 300.302
  44 954.999 472433 0.00120966 -0.00031219 -0.000291141 2165.13 1861.85 4448.48 300.378
  45 975.324 490659 -0.000461632 -0.00185927 -0.00180823 -109.121 -101.032 -634.684 299.622
  46 995.649 470508 -0.00366499 -0.000920976 -0.00169395 -1604.74 -542.638 -2802.18 300.275
  47 1015.97 470433 0.00113836 -0.000919023 -0.000695304 -741.692 -350.417 -1163.77 300.835
  48 1036.3 489071 0.000823562 -0.000479598 0.000650523 -1120.5 -644.512 -2016.28 300.34
  49 1056.62 474096 0.000955049 -6.2345e-05 0.000821228 -503.431 -679.987 -1017.02 300.125
  50 1076.95 470400 0.00205428 7.71448e-05 0.00118101 904.795 416.929 886.139 300.259
  51 1097.27 475976 -0.00199168 -0.00394408 0.000725196 -91.7387 132.982 91.856 300.402
  52 1117.6 487207 -0.00141421 -0.00121498 -0.00236895 -123.44 -659.834 -1321.03 299.495
  53 1137.92 470417 -0.00159773 0.00192444 -0.00432306 -342.737 197.715 -412.974 300.111
  54 1158.25 470645 -0.000979127 -4.51085e-05 0.00185601 250.794 140.199 62.6923 300.315
  55 1178.57 491348 -0.000366022 0.000430749 -0.000707432 -47.66 238.546 -525.201 300.158
  56 1198.9 471607 -0.00226496 0.00191723 -0.00241278 982.205 1420.48 2452.36 300.017
  57 1219.22 470401 -0.000721671 -0.000345075 0.000353421 1181.45 840.112 2295.55 299.845
  58 1239.55 480955 0.00148892 -0.000278218 0.00326427 1213.76 357.733 1250.86 300.755
  59 1259.87 482242 -0.00292311 0.000469311 0.00202397 3168.77 3207.4 6926.48 299.589
  60 1280.2 470402 -0.000525236 0.000709452 0.00895125 5440.67 6272.49 12525.5 300.056
  61 1300.52 471565 -0.00209479 -0.00164491 -0.0231025 -15519.4 -16296.1 -34880.1 300.177
  62 1320.85 491236 -0.000780865 0.00125959 0.022402 12944.2 13634 28476.8 300.784
  63 1341.17 470799 -0.00146831 -0.000849815 -0.00463576 -1749.07 -2021.76 -4134.2 300.65
  64 1361.5 470407 -0.000959252 0.00061389 -0.00529306 -312.695 550.772 -47.5248 300.881
  65 1381.82 485304 -0.000288501 -0.00139763 0.00535523 3496.21 3934.14 7649.87 300.689
  66 1402.15 477889 -0.000852904 0.00132354 0.00517565 3601.26 3099.61 7294.69 300.296
  67 1422.47 470400 0.000610249 0.00263865 -0.012229 -5740.33 -5991.65 -12727.5 300.326
  68 1442.8 473382 0.000806545 -0.00114457 -0.01046 -3947.44 -4301.81 -9048.62 300.43
  69 1463.12 489729 -0.00105069 0.00135811 0.0141947 7635 7442.77 15147.2 300.691
  70 1483.45 470489 0.00155931 -0.00320021 -0.0100205 -5601.52 -4395.58 -10098.9 300.202
  71 1503.77 470456 0.000208724 0.00265196 -0.00502239 -2506.94 -2459.85 -5108.42 300.3
  72 1524.1 489480 0.00385371 0.00277535 0.0112084 6273.86 6053.75 13315 300.208
  73 1544.42 473664 -0.00037143 -0.00164909 -0.00115638 -2002.1 -2212.21 -5321.52 299.821
  74 1564.75 470400 0.00123453 -0.00148096 0.00902698 5282.95 5357.21 11877.9 300.357
  75 1585.07 476613 -0.00034234 -0.00197722 -0.00137861 -4116.91 -3904.34 -8555.66 300.576
  76 1605.4 486580 -0.000756735 -0.000759646 0.00165177 -400.027 -538.037 -1922.59 300.347
  77 1625.72 470407 -0.00120313 0.00333507 -0.0160413 -10831 -11725.4 -23860.1 300.767
  78 1646.05 470745 -0.00140547 -0.00231244 0.00866427 3300.34 3438.8 6895.5 300.804
  79 1666.37 491523 -0.000149274 -0.000370339 0.00132882 3196.07 3173.68 5578.06 301.109
  80 1686.7 471332 0.00186494 -0.00240343 -0.00902156 -2940.66 -4681.01 -5788.21 300.335
  81 1707.02 470402 -0.000299789 0.000212405 0.00391005 3540.17 2515.47 3828.49 300.39
  82 1727.35 482063 -0.00033831 -0.000953305 0.00334678 1765.62 1117.21 3074.86 301.027
  83 1747.67 481133 -0.00179214 0.00131194 -0.00376879 -2563.93 -2179.17 -3531.37 301.157
  84 1768 470402 0.00162978 -0.000837485 0.00491485 1692.72 2869.04 4127.49 301.109
  85 1788.32 471803 0.00267162 0.000982306 -0.000161349 -975.597 -428.369 -1356.06 301.653
  86 1808.65 491194 -0.00199114 0.000138311 -0.00363846 -1550.49 -1452.24 -3157.5 301.717
  87 1828.97 470603 0.00170333 0.0009732 0.00367876 -718.001 -841.899 -2232.09 301.632
  88 1849.3 476667 -9.30508e-05 -0.000684298 0.00287198 47512.7 47386.8 17810.8 301.546
  89 1869.62 27877 -0.0031461 -0.016047 0.00233528 964037 967991 -348201 298.602
10000 88 43672908
  1 83.8815 512182 -0.0185339 0.00152174 7.49524 -4.00129e+06 -4.00117e+06 -6.56221e+06 4476.42
  2 104.206 575470 -0.0324075 0.00173746 7.45009 -8.11866e+06 -8.08677e+06 -1.01993e+07 4883.56
  3 124.531 575891 -0.0408617 0.0192874 7.40199 -8.17789e+06 -8.20023e+06 -1.01842e+07 4905.22
  4 144.856 575722 -0.0438429 -0.00576498 7.36814 -8.14677e+06 -8.17974e+06 -1.01668e+07 4913.13
  5 165.181 575393 -0.0514418 0.0236138 7.3409 -8.10249e+06 -8.15771e+06 -1.01646e+07 4919.82
  6 185.506 575035 -0.00652892 0.0202955 7.3079 -8.13142e+06 -8.09767e+06 -1.01516e+07 4924.29
  7 205.831 574344 -0.0304733 -0.000865642 7.27123 -8.01722e+06 -8.0284e+06 -1.01462e+07 4889.03
  8 226.156 573453 -0.02163 0.00319933 7.21932 -7.87337e+06 -7.90291e+06 -1.01316e+07 4834.27
  9 246.481 568205 0.0263695 -0.0355675 7.05053 -7.19103e+06 -7.15903e+06 -1.00578e+07 4655.65
  10 266.806 554336 0.0285156 -0.00179692 6.63957 -5.26469e+06 -5.26164e+06 -9.86698e+06 4133.14
  11 287.131 544868 0.00187887 -0.00703212 6.35545 -4.0406e+06 -4.036e+06 -9.70409e+06 3691.89
  12 307.456 543857 -0.00168119 0.00372859 6.24703 -3.83163e+06 -3.83051e+06 -9.56601e+06 3542.44
