# Chunk-averaged data for fix bin1 and group all
# Timestep Number-of-chunks Total-count
# Chunk Coord1 Ncount vx vy vz c_peratom[1] c_peratom[2] c_peratom[3] temp
0 92 43672908
  44 1031.37 540811 -0.00119211 -0.0026412 6.13503 -3.72057e+06 -3.71998e+06 -9.41777e+06 3276.05
  45 1051.7 543742 0.0013502 -0.000170759 6.16498 -3.73044e+06 -3.73208e+06 -9.45968e+06 3296.3
  46 1072.02 541152 -0.00106953 -0.00581066 6.18362 -3.74269e+06 -3.74193e+06 -9.49502e+06 3308.91
  47 1092.35 542891 0.000834785 -0.00268994 6.1938 -3.75689e+06 -3.75699e+06 -9.53475e+06 3314.77
  48 1112.67 546241 -0.00206282 -0.000410788 6.21921 -3.76541e+06 -3.76589e+06 -9.57642e+06 3335.79
  49 1133 538751 -0.00119754 0.00113466 6.23732 -3.767e+06 -3.76668e+06 -9.58716e+06 3351.87
  50 1153.32 543703 -0.00158092 -0.000883392 6.24316 -3.77659e+06 -3.77724e+06 -9.62378e+06 3359.24
  51 1173.65 547967 -0.00028279 6.62552e-05 6.25447 -3.78158e+06 -3.7817e+06 -9.65333e+06 3371.16
  52 1193.97 538724 0.000955104 0.000430061 6.25599 -3.77811e+06 -3.7763e+06 -9.65424e+06 3377.68
  53 1214.3 541329 -0.00120403 0.000144438 6.26166 -3.77684e+06 -3.77654e+06 -9.67198e+06 3388.77
  54 1234.62 549490 -0.00224012 -0.000317914 6.2502 -3.76016e+06 -3.76106e+06 -9.65154e+06 3382.59
  55 1254.95 541192 0.00158112 0.00236524 6.22915 -3.74641e+06 -3.74703e+06 -9.63128e+06 3371.17
  56 1275.27 538218 -0.00148307 -0.00188482 6.20325 -3.72563e+06 -3.7257e+06 -9.60196e+06 3359.44
  57 1295.6 541428 0.00230436 -0.000364076 6.15961 -3.69286e+06 -3.69309e+06 -9.53448e+06 3330.2
  58 1315.92 545117 0.000667174 0.00196544 6.09531 -3.64233e+06 -3.64233e+06 -9.4313e+06 3285.43
  59 1336.25 541371 8.36869e-05 0.000458314 5.95737 -3.55006e+06 -3.55047e+06 -9.19762e+06 3182.52
  60 1356.57 536988 0.000410011 -0.00126756 5.67095 -3.36177e+06 -3.3608e+06 -8.69675e+06 2965.9
  61 1376.9 527935 0.00396987 -0.00115067 5.3321 -3.09635e+06 -3.0966e+06 -8.03351e+06 2781.05
  62 1397.22 509467 0.000282337 -0.000621507 3.55332 -2.11681e+06 -2.11687e+06 -5.41854e+06 1724.57
  63 1417.55 513000 -0.00148821 0.000258946 2.90628 -1.68856e+06 -1.68845e+06 -4.37494e+06 1542.48
  64 1437.87 470413 -0.00346926 -0.00202702 0.00245719 -1146.78 -991.691 -3217.8 299.605
  65 1458.2 487058 0.000611787 0.00131263 -0.000913294 18.783 -574.167 316.826 300.352
  66 1478.52 476129 0.000572226 0.00198157 0.00419194 890.216 232.506 620.67 299.971
  67 1498.85 470400 -0.00110333 0.00278278 -0.00210539 96.4993 251.682 -564.593 300.404
  68 1519.17 473958 0.000129036 -0.000361271 0.000302909 -1850.01 -2133.48 -4265.24 300.253
  69 1539.5 489203 -0.00121241 -0.00242238 -0.00155724 185.39 -460.578 -431.827 299.855
  70 1559.82 470439 -0.000470118 -0.000139199 -0.0013163 1216.76 1451.42 2075.39 300.082
  71 1580.15 470492 -0.000666544 -0.00110786 -0.000921163 166.54 -512.248 -486.257 300.665
  72 1600.47 490425 7.87931e-05 1.51738e-05 -0.00335743 518.648 1133.66 2139.16 299.663
  73 1620.8 472683 0.0014691 0.000321876 -0.000795755 -254.36 -1375.83 -895.603 300.789
  74 1641.12 470400 -0.00119146 0.00134551 -0.00391136 -208.371 -267.545 -498.553 300.348
  75 1661.45 478334 0.000852138 -0.000597503 -0.000117171 422.384 596.591 963.139 300.463
  76 1681.77 484864 -0.00115694 0.000318995 -0.0026592 874.569 736.828 1431.09 300.648
  77 1702.1 470402 -0.00151879 -0.000769328 0.00289437 282.63 1776.4 2580.97 300.783
  78 1722.42 470843 -0.00129886 -0.00123196 -0.0032336 -685.459 -493.611 -1264.14 301.074
  79 1742.75 491608 6.67253e-05 0.00151292 -0.000300325 342.908 390.481 -43.7924 300.54
  80 1763.07 471149 -0.00290552 -0.00118242 0.00175858 228.715 288.002 768.127 301.163
  81 1783.4 470404 -2.78736e-05 0.00279844 -0.000509706 -2192.82 -1733.02 -4650.11 301.238
  82 1803.72 483810 0.00144288 -0.00300876 -0.000901612 -1628.7 -1575.25 -3796.13 300.856
  83 1824.05 479384 0.00114681 -0.00017154 0.000581552 888.356 1011.7 1854.55 300.515
  84 1844.37 470402 0.000772723 0.00135436 -0.000422693 -160.193 361.834 -1885.55 299.929
  85 1864.7 146144 0.000662412 -0.00330492 -0.00537491 341153 342352 5728.73 300.483
27200 85 43415855
  1 157.546 357137 -0.0247739 0.0379745 -0.13769 -374335 -388498 -9544.52 1327.26
  2 177.871 480013 -0.0338245 0.0395475 -0.104476 -730767 -768625 -38824.2 1285.97
  3 198.196 480680 -0.0190011 0.0190725 -0.046744 -822335 -840214 -42786.9 1287.81
  4 218.521 482147 -0.00108761 0.0043913 -0.00120957 -942407 -943056 -80401.8 1302.04
  5 238.846 482783 0.0488878 0.0235651 0.0720586 -1.02115e+06 -1.01353e+06 -114712 1314.87
  6 259.171 484395 0.0135878 0.00112808 0.142659 -1.14767e+06 -1.13022e+06 -154757 1320.82
  7 279.496 485910 -5.19667e-05 -0.0299785 0.246309 -1.30441e+06 -1.25792e+06 -210121 1328.03
  8 299.821 487893 -0.0135311 -0.047401 0.3814 -1.46238e+06 -1.42305e+06 -288591 1339.79
  9 320.146 489965 -0.0394699 -0.0142341 0.517639 -1.6408e+06 -1.59512e+06 -391329 1345.92
  10 340.471 492679 -0.0613033 0.0229879 0.682645 -1.81431e+06 -1.80043e+06 -527172 1355.54
  11 360.796 495310 -0.0604259 0.0201166 0.879262 -2.04762e+06 -2.04532e+06 -690379 1375.78
  12 381.121 497800 -0.0290377 -0.00766925 1.07893 -2.19407e+06 -2.20815e+06 -894290 1404.48
  13 401.446 501266 -0.0188795 0.00209409 1.26876 -2.47577e+06 -2.4841e+06 -1.09917e+06 1428.26
  14 421.771 503609 -0.00280298 -0.0143251 1.45753 -2.6559e+06 -2.65398e+06 -1.28778e+06 1459.33
  15 442.096 506585 0.0511117 -0.00472472 1.65325 -2.88125e+06 -2.86706e+06 -1.47991e+06 1489.17
  16 462.421 508747 0.0332261 0.0258601 1.84206 -3.05715e+06 -3.05634e+06 -1.6449e+06 1517.86
  17 482.746 510498 0.00128769 0.00462533 1.97629 -3.20911e+06 -3.18806e+06 -1.74931e+06 1525.53
  18 503.071 512475 -0.0144228 -0.00911119 2.10001 -3.35301e+06 -3.3485e+06 -1.90793e+06 1538.55
  19 523.396 513201 -0.0177999 -0.00423822 2.11012 -3.41728e+06 -3.45571e+06 -1.83204e+06 1518.91
  20 543.721 520404 -0.0110036 0.00302266 2.77088 -3.95619e+06 -3.96615e+06 -2.67149e+06 1737.53
  21 564.046 530858 -0.0414288 0.000568416 3.68328 -4.7076e+06 -4.69748e+06 -3.93009e+06 2152.76
  22 584.371 541455 0.0361929 -0.0108125 4.64276 -5.4661e+06 -5.46412e+06 -5.3472e+06 2711.46
  23 604.696 551461 0.0686687 -0.00133265 5.57839 -6.19881e+06 -6.2276e+06 -6.7773e+06 3371.57
  24 625.021 560464 -0.00375315 0.000761125 6.42379 -6.90545e+06 -6.89998e+06 -8.14279e+06 4073.66
  25 645.346 566214 -0.0143715 -0.0499745 7.07325 -7.34278e+06 -7.20475e+06 -9.27614e+06 4679.75
  26 665.671 563975 0.0109466 -0.00460177 7.28213 -6.66344e+06 -6.74214e+06 -9.8461e+06 4846.48
  27 685.996 553861 0.0064321 0.0466363 7.01957 -5.31109e+06 -5.30835e+06 -9.72829e+06 4437.64
  28 706.321 545460 0.0237503 0.00657824 6.73285 -4.28118e+06 -4.20311e+06 -9.47763e+06 4026.51
  29 726.646 542880 0.0329084 -0.0101036 6.65957 -3.95107e+06 -3.94426e+06 -9.38504e+06 3900.74
  30 746.971 543150 0.022992 -0.0156149 6.64495 -4.00268e+06 -3.91114e+06 -9.3234e+06 3868.58
  31 767.296 542517 -0.00271813 0.0197606 6.61627 -3.95742e+06 -3.90923e+06 -9.28784e+06 3843.13
  32 787.621 542902 -0.0398774 0.0190031 6.61724 -3.97561e+06 -3.94207e+06 -9.2394e+06 3857.96
  33 807.946 543898 -0.0391063 -0.00612456 6.59692 -4.16531e+06 -4.18873e+06 -9.20277e+06 3857.62
  34 828.271 547012 -0.00632418 0.0164937 6.55661 -4.54752e+06 -4.55518e+06 -9.14143e+06 3875.08
  35 848.596 551843 -0.0149954 -0.00175524 6.46959 -5.15976e+06 -5.15775e+06 -9.08931e+06 3831.01
  36 868.921 551779 0.00506267 0.00959963 6.44751 -5.23727e+06 -5.22496e+06 -9.08924e+06 3787.15
  37 889.246 551631 -0.0185779 -0.0187735 6.42963 -5.19745e+06 -5.16168e+06 -9.12017e+06 3763.47
  38 909.571 552141 -0.0237543 -0.0233233 6.42093 -5.22219e+06 -5.21087e+06 -9.16736e+06 3758.09
  39 929.896 554003 -0.0225423 0.0173035 6.40877 -5.33197e+06 -5.32369e+06 -9.20471e+06 3733.84
  40 950.221 554369 0.004517 0.0135034 6.37072 -5.43253e+06 -5.47376e+06 -9.20728e+06 3693.86
  41 970.546 552882 0.0246114 0.00871879 6.27974 -5.21017e+06 -5.19649e+06 -9.20399e+06 3600.56
  42 990.871 544775 0.00450145 -0.012513 6.14209 -4.23959e+06 -4.23707e+06 -9.25513e+06 3398.62
  43 1011.2 542934 0.00264948 0.00172642 6.08548 -3.72971e+06 -3.72996e+06 -9.31298e+06 3265.57
  44 1031.52 540761 -0.00126304 -0.00279792 6.10755 -3.7042e+06 -3.70409e+06 -9.3645e+06 3255.7
  45 1051.85 543316 0.00336651 0.000226112 6.13829 -3.71141e+06 -3.7124e+06 -9.40387e+06 3275.1
  46 1072.17 541318 -0.00131754 -0.00485556 6.15837 -3.72871e+06 -3.72774e+06 -9.44868e+06 3286.42
  47 1092.5 542985 -0.000875221 -0.00425686 6.16886 -3.74388e+06 -3.74492e+06 -9.49485e+06 3291.77
  48 1112.82 544430 -0.00140388 -1.47762e-05 6.20404 -3.74889e+06 -3.74948e+06 -9.52766e+06 3322.56
  49 1133.15 538517 -0.000803344 0.000686404 6.21104 -3.75878e+06 -3.75848e+06 -9.55414e+06 3327.11
  50 1153.47 547229 -0.000955121 -0.000597936 6.23046 -3.76987e+06 -3.77031e+06 -9.59683e+06 3343.82
  51 1173.8 543717 -0.000893914 0.00103478 6.238 -3.77281e+06 -3.77175e+06 -9.61532e+06 3353.96
  52 1194.12 538257 0.00103676 -0.000148429 6.25224 -3.77587e+06 -3.77562e+06 -9.63799e+06 3368.94
  53 1214.45 546459 -0.000713461 0.00113773 6.25312 -3.77597e+06 -3.77585e+06 -9.65221e+06 3375.54
  54 1234.77 546257 -0.00167944 -0.00121384 6.25833 -3.77432e+06 -3.77398e+06 -9.66718e+06 3383.27
  55 1255.1 538443 0.00069762 0.000965062 6.24644 -3.76028e+06 -3.76048e+06 -9.6495e+06 3379.52
  56 1275.42 540631 -0.000778515 -0.000543182 6.22544 -3.74337e+06 -3.7436e+06 -9.62653e+06 3368.55
  57 1295.75 548439 0.00125029 -0.000903427 6.19895 -3.72233e+06 -3.72242e+06 -9.59411e+06 3354.3
  58 1316.07 542925 0.000300751 0.00199512 6.15423 -3.69186e+06 -3.69237e+06 -9.52841e+06 3323.35
  59 1336.4 538395 0.000441263 0.000404584 6.10375 -3.6457e+06 -3.64573e+06 -9.43834e+06 3291.85
  60 1356.72 538173 0.000188358 -0.000950504 5.98352 -3.56106e+06 -3.56197e+06 -9.2355e+06 3202.7
  61 1377.05 536986 0.0037928 -0.000650662 5.71375 -3.3913e+06 -3.39008e+06 -8.78207e+06 3003.33
  62 1397.37 536110 0.00120189 -0.00192352 5.35314 -3.10913e+06 -3.1098e+06 -8.08245e+06 2791.62
  63 1417.7 515201 -0.00181025 0.00063015 3.45211 -2.0619e+06 -2.06127e+06 -5.26746e+06 1672.89
  64 1438.02 495428 -0.00178354 -0.00181296 2.96852 -1.72136e+06 -1.72268e+06 -4.46387e+06 1580.74
  65 1458.35 490092 -0.000838382 -6.34666e-05 0.00206099 788.708 -309.326 -1219.73 299.858
  66 1478.67 470481 -0.00104892 0.00367451 -3.96406e-05 -1396.82 -653.879 -1810.63 300.281
  67 1499 470452 0.00115975 0.00135576 -0.000198638 146.1 -326.611 -356.179 300.046
  68 1519.32 489599 -0.00136606 -1.80159e-05 -0.000864478 -162.762 -865.192 -1630.86 299.774
  69 1539.65 473549 -8.94731e-05 -0.00206198 0.00386994 -808.88 -1597.59 -1934.94 300.844
  70 1559.97 470400 -0.000221568 0.00121978 -0.00145237 -199.291 -579.92 -291.427 299.692
  71 1580.3 476756 -0.0017306 -0.00126779 -0.00469161 1238.88 1135.32 1994.71 300.185
  72 1600.62 486435 0.00141715 -0.000528533 0.00171225 -633.779 -730.189 -1272.76 300.509
  73 1620.95 470409 0.0017934 0.000609317 -0.00569905 601.084 -704.585 -835.74 300.946
  74 1641.27 470710 -0.00187777 -0.000307901 -0.00061078 -3.96554 -344.488 33.1341 300.636
  75 1661.6 491424 5.87731e-05 0.000290463 -0.00122461 1204.41 1294.25 2214.39 300.174
  76 1681.92 471466 -0.00206728 0.000980079 0.000821932 885.421 1140.06 3093.4 300.638
  77 1702.25 470400 -0.00106735 -0.000523603 -0.00380508 -862.489 195.484 -236.907 301.161
  78 1722.57 481902 0.000403723 1.6665e-05 0.000405487 823.612 647.164 924.363 300.75
  79 1742.9 481297 -0.00116876 -0.00128662 -0.000667178 746.875 286.452 1312.36 300.587
  80 1763.22 470401 -0.00406847 0.000163163 -0.0011482 -1256.45 -724.502 -2352.48 301.114
  81 1783.55 471573 0.00161593 0.00195789 -0.00180513 -1750.34 -1139.39 -2741.42 300.653
  82 1803.87 491378 -0.000274638 -0.00255631 0.00324881 346.742 -661.011 -716.277 300.744
  83 1824.2 470649 0.00257039 -0.000760774 0.000589891 -1147.88 -321.431 -1389.15 300.362
  84 1844.52 470434 0.000648944 0.00177775 -0.00344801 -1106.2 -846.83 -3837.33 299.458
  85 1864.85 146110 0.00128503 -0.0016645 0.00106025 340637 339972 -769.396 301.081
27600 85 43415855
  1 157.711 362378 -0.0180583 0.0329538 -0.158661 -362292 -372521 -7170.72 1332.29
  2 178.036 479392 -0.028377 0.033909 -0.10771 -687528 -726070 -13271.7 1291.56
  3 198.361 480525 -0.027663 0.0229131 -0.0657522 -787747 -805985 -46195.7 1294.42
  4 218.686 481306 0.00666635 0.00712603 -0.0148632 -892816 -900470 -64852.6 1309.98
  5 239.011 482268 0.0401505 0.0190999 0.0412054 -964485 -959516 -94923.8 1321.59
  6 259.336 483437 0.0115504 -0.0025232 0.121134 -1.08391e+06 -1.0632e+06 -127819 1326.78
  7 279.661 484902 -0.000251236 -0.0218488 0.211421 -1.21972e+06 -1.17236e+06 -169064 1334.83
  8 299.986 486663 -0.0146336 -0.0384605 0.319451 -1.3669e+06 -1.32421e+06 -239338 1341.28
  9 320.311 488820 -0.0535238 -0.0227634 0.448423 -1.53091e+06 -1.4854e+06 -336860 1352.61
  10 340.636 490716 -0.0594755 0.0233191 0.596931 -1.68522e+06 -1.66666e+06 -446624 1356.89
  11 360.961 493577 -0.0600084 0.0210122 0.764801 -1.89525e+06 -1.89584e+06 -598280 1373.05
  12 381.286 495830 -0.0174041 -0.0159913 0.947673 -2.04172e+06 -2.05777e+06 -782316 1392
  13 401.611 499460 -0.0265439 -0.00844431 1.14011 -2.32484e+06 -2.3254e+06 -986188 1416.13
  14 421.936 501572 -0.0110631 0.00523035 1.33196 -2.49436e+06 -2.49535e+06 -1.17136e+06 1444.23
  15 442.261 504429 0.0536112 -0.00560584 1.53677 -2.70508e+06 -2.69864e+06 -1.37333e+06 1477.13
  16 462.586 506644 0.0368448 0.0121647 1.74065 -2.89929e+06 -2.88165e+06 -1.55088e+06 1502.37
  17 482.911 509745 0.00858635 0.0117478 1.89652 -3.09758e+06 -3.08168e+06 -1.74733e+06 1518.18
  18 503.236 511008 0.00131686 -0.00390643 2.01045 -3.21488e+06 -3.20803e+06 -1.86021e+06 1527.59
  19 523.561 512539 -0.0040406 0.00942257 2.15249 -3.33217e+06 -3.36394e+06 -1.94251e+06 1551.44
  20 543.886 513530 -0.0340889 -0.00149672 2.22489 -3.4278e+06 -3.42976e+06 -1.94243e+06 1549.07
  21 564.211 521087 -0.0343816 -0.00405639 2.89739 -3.97903e+06 -3.97462e+06 -2.79952e+06 1781.01
  22 584.536 530640 0.042401 -0.0108515 3.78294 -4.63774e+06 -4.64808e+06 -4.00071e+06 2190.26
  23 604.861 540626 0.066747 -0.00475301 4.69563 -5.36995e+06 -5.39262e+06 -5.3526e+06 2725.2
  24 625.186 550486 -0.0189576 0.00850692 5.58608 -6.10667e+06 -6.10471e+06 -6.72373e+06 3358.54
  25 645.511 558880 -0.0314103 -0.0506573 6.38948 -6.76856e+06 -6.65971e+06 -8.03386e+06 4025.65
  26 665.836 562140 0.0363652 -0.0134076 6.99467 -6.74369e+06 -6.78387e+06 -9.10185e+06 4572.96
  27 686.161 558088 0.0125437 0.0288166 7.15684 -5.974e+06 -6.00215e+06 -9.6017e+06 4660.96
  28 706.486 548866 0.0308339 0.0229281 6.90862 -4.76688e+06 -4.69405e+06 -9.50462e+06 4266.88
  29 726.811 543903 0.0272821 -0.00746259 6.71985 -4.08173e+06 -4.07212e+06 -9.31824e+06 3990.72
  30 747.136 542952 0.0251035 -0.0231662 6.66427 -4.06957e+06 -3.98015e+06 -9.25657e+06 3910.06
  31 767.461 542873 0.00503944 0.0133988 6.6602 -4.0286e+06 -3.96854e+06 -9.19046e+06 3900.76
  32 787.786 542926 -0.034994 0.0294125 6.62983 -4.05075e+06 -4.00291e+06 -9.14937e+06 3887.13
  33 808.111 544165 -0.0564859 -0.00096268 6.60991 -4.20517e+06 -4.23283e+06 -9.09746e+06 3880.91
  34 828.436 547641 -0.0152642 0.022906 6.54113 -4.64556e+06 -4.6516e+06 -9.05698e+06 3883.1
  35 848.761 551504 -0.0133833 -0.0130438 6.46325 -5.2473e+06 -5.23979e+06 -8.98382e+06 3837.04
  36 869.086 552241 0.0064753 0.0132964 6.42894 -5.31003e+06 -5.29536e+06 -8.99153e+06 3779.9
  37 889.411 552079 -0.0163541 -0.0137124 6.41192 -5.27311e+06 -5.22347e+06 -9.02274e+06 3752.93
  38 909.736 552330 -0.0303673 -0.0285747 6.38753 -5.28827e+06 -5.26748e+06 -9.03238e+06 3737.65
  39 930.061 553917 -0.0202416 0.019235 6.37262 -5.3958e+06 -5.37589e+06 -9.06747e+06 3715.61
  40 950.386 554710 0.00167238 0.00502736 6.35217 -5.52641e+06 -5.5553e+06 -9.10036e+06 3686.85
  41 970.711 554071 0.0290227 0.0223794 6.30017 -5.48525e+06 -5.46763e+06 -9.11823e+06 3644.33
  42 991.036 547693 -0.0012237 -0.0157153 6.14707 -4.60414e+06 -4.60046e+06 -9.14284e+06 3446.35
  43 1011.36 542851 0.0037931 -0.0027751 6.05573 -3.79428e+06 -3.79312e+06 -9.23242e+06 3263.29
  44 1031.69 540764 8.55423e-05 0.000234651 6.07819 -3.68308e+06 -3.68336e+06 -9.29635e+06 3235.79
  45 1052.01 542969 0.00152017 -0.00150305 6.11106 -3.69427e+06 -3.69493e+06 -9.34863e+06 3252.1
  46 1072.34 540885 -0.000252751 -0.00258415 6.12181 -3.71384e+06 -3.7129e+06 -9.39911e+06 3255.79
  47 1092.66 542960 0.000891861 -0.00588289 6.1536 -3.72516e+06 -3.72542e+06 -9.44334e+06 3280.52
  48 1112.99 542852 -0.00262261 -0.000624082 6.17564 -3.73319e+06 -3.73474e+06 -9.47803e+06 3296.56
  49 1133.31 540444 -0.000592907 -7.01399e-05 6.19021 -3.75054e+06 -3.74969e+06 -9.52159e+06 3308.78
  50 1153.64 547542 -0.00123765 -5.96294e-05 6.20786 -3.75676e+06 -3.75766e+06 -9.55393e+06 3322.47
  51 1173.96 539860 -0.00207928 9.57345e-05 6.22617 -3.76585e+06 -3.76573e+06 -9.58642e+06 3339.25
  52 1194.29 540219 0.00227946 0.00127743 6.23193 -3.77019e+06 -3.76948e+06 -9.60586e+06 3347
  53 1214.61 549940 -0.00171242 0.00106652 6.24897 -3.77458e+06 -3.77389e+06 -9.63849e+06 3364.93
  54 1234.94 540338 -0.00158684 -0.00133404 6.25082 -3.77241e+06 -3.77284e+06 -9.64589e+06 3370.87
  55 1255.26 538876 0.00189603 0.00154389 6.24787 -3.77e+06 -3.76949e+06 -9.65568e+06 3372.72
  56 1275.59 547993 -0.000267375 -0.00181363 6.24533 -3.76045e+06 -3.76016e+06 -9.65259e+06 3377.33
  57 1295.91 544806 -0.00024432 -0.000940613 6.22318 -3.74126e+06 -3.74153e+06 -9.61931e+06 3364.16
  58 1316.24 538343 5.36411e-05 0.00334021 6.2056 -3.72034e+06 -3.72061e+06 -9.58795e+06 3357.61
  59 1336.56 538997 0.000964192 0.000256539 6.16183 -3.69028e+06 -3.69013e+06 -9.52939e+06 3329.3
  60 1356.89 543051 2.8201e-05 -0.00150377 6.10207 -3.64583e+06 -3.6464e+06 -9.44189e+06 3289.67
  61 1377.21 542509 0.00296255 -0.0012991 5.9921 -3.57248e+06 -3.57159e+06 -9.26099e+06 3210.88
  62 1397.54 537291 0.00101929 -0.00171228 5.74946 -3.41054e+06 -3.41099e+06 -8.84888e+06 3035.12
  63 1417.86 528917 0.000366725 0.00051119 5.39043 -3.13539e+06 -3.13506e+06 -8.15717e+06 2826.64
  64 1438.19 511820 -0.00202569 0.00059747 3.48975 -2.07881e+06 -2.07861e+06 -5.31161e+06 1688.97
  65 1458.51 513325 -0.00107886 -0.000943554 2.84023 -1.65095e+06 -1.65133e+06 -4.27565e+06 1518.36
  66 1478.84 470400 0.000653415 0.00241528 0.000600369 -342.746 329.386 -374.384 300.339
  67 1499.16 477020 -0.000672885 0.00154332 2.85765e-05 -417.493 -722.026 -1365.98 299.859
  68 1519.49 486171 -0.00137591 -0.000763726 0.0026882 -287.172 -348.451 -236.581 300.013
  69 1539.81 470409 -0.000218753 -0.000640978 -0.00304939 -569.112 -827.764 -2585.32 300.31
  70 1560.14 470730 -0.000363243 0.000456959 7.49163e-06 -1034.01 -2001.73 -3173.75 300.523
  71 1580.46 491621 -0.000982704 0.000331686 -0.000499701 245.549 729.85 13.5747 300.721
  72 1600.79 471249 0.001522 -0.00280409 -0.00408373 178.546 -815.136 8.16542 300.52
  73 1621.11 470400 0.00133298 0.00157207 -0.00185778 -424.514 -845.026 -1732.3 300.959
  74 1641.44 482449 -0.00139075 -0.000486319 -0.00163269 2097.48 1460.97 3178.1 300.497
  75 1661.76 480750 -0.000685573 0.00176302 0.00165164 1356.79 1707.25 3427.76 300.156
  76 1682.09 470401 -0.00286866 -0.00103212 -0.00364271 -463.973 282.174 237.719 300.612
  77 1702.41 471829 -0.000333646 -0.0013271 0.000885592 333.907 182.794 829.243 300.785
  78 1722.74 491131 0.000164196 0.00130448 -0.00255571 1214.7 1333.97 2611.83 300.307
  79 1743.06 470640 -0.00165285 -0.0012885 -0.000204597 -1551.15 -1230.75 -2529.15 301.035
  80 1763.39 470418 -0.00227278 0.00101026 -0.00268961 -641.45 -91.7157 -1205.98 300.44
  81 1783.71 487315 -0.00019261 -0.00120682 0.00189367 230.285 480.547 423.136 300.742
  82 1804.04 475867 -0.000248216 -0.000941124 -0.000460418 72.8812 -866.972 -661 300.199
  83 1824.36 470400 0.00301673 -0.00143169 -0.00174584 -2320.48 -2180.67 -4735.35 301.33
  84 1844.69 474746 0.00111091 0.00136821 0.000602505 -250.251 -10.8882 -2153.45 300.018
  85 1865.01 141798 0.000318158 0.00399412 0.000827744 350806 350387 1072.84 300.935
28000 85 43415855
  1 157.705 363607 -0.00972903 0.0256704 -0.152126 -346339 -353312 9236.68 1338.32
  2 178.03 479015 -0.0265744 0.0246814 -0.126991 -655837 -693444 -4423.38 1297.15
  3 198.355 479852 -0.0305867 0.0303405 -0.0843194 -747732 -766156 -26995.2 1301.22
  4 218.68 481028 0.0130979 0.0111453 -0.0309948 -849602 -865014 -58218.6 1317.71
  5 239.005 481682 0.029871 0.0118904 0.0298385 -916037 -903606 -65951.6 1327.35
  6 259.33 482670 0.0082708 -0.00130392 0.0946801 -1.02508e+06 -999014 -101831 1331.19
  7 279.655 483947 -0.00329665 -0.0119547 0.179193 -1.14658e+06 -1.10211e+06 -138131 1340.58
  8 299.98 485586 -0.0114612 -0.0354775 0.26785 -1.28414e+06 -1.24024e+06 -203495 1347.57
  9 320.305 487302 -0.0669189 -0.0226371 0.384332 -1.42398e+06 -1.37552e+06 -280137 1355.87
  10 340.63 489543 -0.065167 0.0142368 0.514087 -1.57451e+06 -1.55061e+06 -393343 1363.13
  11 360.955 492024 -0.0481977 0.025675 0.663466 -1.75184e+06 -1.76335e+06 -516778 1372.51
  12 381.28 494068 -0.0133967 -0.018355 0.824379 -1.90215e+06 -1.91519e+06 -687614 1385.78
  13 401.605 497261 -0.0231231 -0.0219361 1.01485 -2.16531e+06 -2.16402e+06 -866278 1404.11
  14 421.93 499645 -0.0138304 0.0190382 1.20792 -2.33964e+06 -2.34386e+06 -1.05942e+06 1427.8
  15 442.255 502248 0.0428687 0.000243392 1.41359 -2.50923e+06 -2.52062e+06 -1.2419e+06 1456.4
  16 462.58 504983 0.0373384 -0.00169523 1.60583 -2.75645e+06 -2.72554e+06 -1.46147e+06 1480.36
  17 482.905 507722 0.0184656 0.0100101 1.77332 -2.9522e+06 -2.93094e+06 -1.66217e+06 1501.8
  18 503.23 509734 0.0191826 0.0134372 1.96633 -3.08631e+06 -3.07334e+06 -1.81613e+06 1528.77
  19 523.555 511179 -0.00336548 0.0106093 2.0952 -3.20707e+06 -3.23118e+06 -1.9285e+06 1550.59
  20 543.88 512431 -0.0475147 0.00539754 2.208 -3.3012e+06 -3.29963e+06 -1.97377e+06 1562.09
  21 564.205 513565 -0.0131123 -0.0172883 2.35417 -3.4279e+06 -3.42922e+06 -2.0434e+06 1586.44
  22 584.53 521204 0.0419345 -0.0144348 3.01879 -3.92864e+06 -3.95585e+06 -2.90575e+06 1820.76
  23 604.855 530431 0.057047 3.93878e-05 3.85343 -4.59093e+06 -4.60488e+06 -4.06871e+06 2208.67
  24 625.18 540252 -0.0330018 0.0105902 4.73473 -5.29971e+06 -5.292e+06 -5.3657e+06 2734.82
  25 645.505 549128 -0.032904 -0.0378102 5.59933 -5.99712e+06 -5.92114e+06 -6.65659e+06 3352.87
  26 665.83 555497 0.0485791 -0.0459649 6.38106 -6.32163e+06 -6.33679e+06 -7.88751e+06 3985.79
  27 686.155 557708 0.0124378 0.0266061 6.90789 -6.19439e+06 -6.23615e+06 -8.86195e+06 4451.84
  28 706.48 552558 0.0390315 0.0329213 7.00325 -5.33685e+06 -5.29658e+06 -9.32585e+06 4442.72
  29 726.805 545479 0.0177898 -0.0031549 6.82654 -4.3598e+06 -4.355e+06 -9.31039e+06 4147.31
  30 747.13 543590 0.0333565 -0.0286954 6.72182 -4.17049e+06 -4.0817e+06 -9.14882e+06 3995.85
  31 767.455 542901 0.0136673 0.00657878 6.68882 -4.12896e+06 -4.05e+06 -9.08416e+06 3954.31
  32 787.78 543494 -0.032695 0.0354435 6.65806 -4.15225e+06 -4.09296e+06 -9.02414e+06 3932.96
  33 808.105 544262 -0.0679493 0.00248945 6.60345 -4.27324e+06 -4.30515e+06 -8.99131e+06 3897.15
